YearStart,LocationAbbr,LocationDesc,Topic,Data_Value,Sample_Size,Age(years),Gender,Race/Ethnicity
2012,MI,Michigan,Obesity / Weight Status,,,,,Other
2012,MI,Michigan,Physical Activity - Behavior,23.3,10490,,,
2012,MI,Michigan,Physical Activity - Behavior,21.5,4151,,Male,
2012,MI,Michigan,Physical Activity - Behavior,25.1,6339,,Female,
2012,MI,Michigan,Physical Activity - Behavior,43.2,669,,,
2012,MI,Michigan,Physical Activity - Behavior,27,3130,,,
2012,MI,Michigan,Physical Activity - Behavior,20.2,3148,,,
2012,MI,Michigan,Physical Activity - Behavior,12.5,3523,,,
2012,MI,Michigan,Physical Activity - Behavior,15.5,598,18 - 24,,
2012,MI,Michigan,Physical Activity - Behavior,19.6,833,25 - 34,,
2012,MI,Michigan,Physical Activity - Behavior,21.8,1210,35 - 44,,
2012,MI,Michigan,Physical Activity - Behavior,25,1829,45 - 54,,
2012,MI,Michigan,Physical Activity - Behavior,24.8,2372,55 - 64,,
2012,MI,Michigan,Physical Activity - Behavior,29.8,3542,65 or older,,
2012,MI,Michigan,Physical Activity - Behavior,39.5,1053,,,
2012,MI,Michigan,Physical Activity - Behavior,31,1692,,,
2012,MI,Michigan,Physical Activity - Behavior,28,1208,,,
2012,MI,Michigan,Physical Activity - Behavior,21.6,1434,,,
2012,MI,Michigan,Physical Activity - Behavior,17.4,1420,,,
2012,MI,Michigan,Physical Activity - Behavior,10.9,2252,,,
2012,MI,Michigan,Physical Activity - Behavior,26.9,1431,,,
2012,MI,Michigan,Physical Activity - Behavior,21.2,7925,,,Non-Hispanic White
2012,MI,Michigan,Physical Activity - Behavior,33.8,1694,,,Non-Hispanic Black
2012,MI,Michigan,Physical Activity - Behavior,29.5,215,,,Hispanic
2012,MI,Michigan,Physical Activity - Behavior,16,102,,,Asian
2012,MI,Michigan,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2012,MI,Michigan,Physical Activity - Behavior,25.3,97,,,American Indian/Alaska Native
2012,MI,Michigan,Physical Activity - Behavior,22.9,263,,,2 or more races
2012,MI,Michigan,Physical Activity - Behavior,20.7,51,,,Other
2013,MI,Michigan,Obesity / Weight Status,31.5,12177,,,
2013,MI,Michigan,Obesity / Weight Status,31.1,5366,,Male,
2013,MI,Michigan,Obesity / Weight Status,31.9,6811,,Female,
2013,MI,Michigan,Obesity / Weight Status,31.5,636,,,
2013,MI,Michigan,Obesity / Weight Status,32.7,3743,,,
2013,MI,Michigan,Obesity / Weight Status,34.5,3558,,,
2013,MI,Michigan,Obesity / Weight Status,25.5,4220,,,
2013,MI,Michigan,Obesity / Weight Status,16.5,866,18 - 24,,
2013,MI,Michigan,Obesity / Weight Status,30.3,1064,25 - 34,,
2013,MI,Michigan,Obesity / Weight Status,33.7,1381,35 - 44,,
2013,MI,Michigan,Obesity / Weight Status,37.3,2095,45 - 54,,
2013,MI,Michigan,Obesity / Weight Status,37.6,2723,55 - 64,,
2013,MI,Michigan,Obesity / Weight Status,29.8,4048,65 or older,,
2013,MI,Michigan,Obesity / Weight Status,36.6,1171,,,
2013,MI,Michigan,Obesity / Weight Status,37,1919,,,
2013,MI,Michigan,Obesity / Weight Status,33.2,1377,,,
2013,MI,Michigan,Obesity / Weight Status,34.4,1634,,,
2013,MI,Michigan,Obesity / Weight Status,31,1793,,,
2013,MI,Michigan,Obesity / Weight Status,27.8,2755,,,
2013,MI,Michigan,Obesity / Weight Status,24.2,1528,,,
2013,MI,Michigan,Obesity / Weight Status,30.6,10194,,,Non-Hispanic White
2013,MI,Michigan,Obesity / Weight Status,39.2,998,,,Non-Hispanic Black
2013,MI,Michigan,Obesity / Weight Status,32.7,242,,,Hispanic
2013,MI,Michigan,Obesity / Weight Status,5.9,123,,,Asian
2013,MI,Michigan,Obesity / Weight Status,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Obesity / Weight Status,33.1,127,,,American Indian/Alaska Native
2013,MI,Michigan,Obesity / Weight Status,34.1,286,,,2 or more races
2013,MI,Michigan,Obesity / Weight Status,,,,,Other
2013,MI,Michigan,Obesity / Weight Status,34.7,12177,,,
2013,MI,Michigan,Obesity / Weight Status,40.1,5366,,Male,
2013,MI,Michigan,Obesity / Weight Status,29.3,6811,,Female,
2013,MI,Michigan,Obesity / Weight Status,34.2,636,,,
2013,MI,Michigan,Obesity / Weight Status,35.1,3743,,,
2013,MI,Michigan,Obesity / Weight Status,33.6,3558,,,
2013,MI,Michigan,Obesity / Weight Status,36.4,4220,,,
2013,MI,Michigan,Obesity / Weight Status,26.7,866,18 - 24,,
2013,MI,Michigan,Obesity / Weight Status,33,1064,25 - 34,,
2013,MI,Michigan,Obesity / Weight Status,32.4,1381,35 - 44,,
2013,MI,Michigan,Obesity / Weight Status,35.4,2095,45 - 54,,
2013,MI,Michigan,Obesity / Weight Status,36.9,2723,55 - 64,,
2013,MI,Michigan,Obesity / Weight Status,40.8,4048,65 or older,,
2013,MI,Michigan,Obesity / Weight Status,29.7,1171,,,
2013,MI,Michigan,Obesity / Weight Status,31.3,1919,,,
2013,MI,Michigan,Obesity / Weight Status,35.2,1377,,,
2013,MI,Michigan,Obesity / Weight Status,34.7,1634,,,
2013,MI,Michigan,Obesity / Weight Status,37.4,1793,,,
2013,MI,Michigan,Obesity / Weight Status,37.2,2755,,,
2013,MI,Michigan,Obesity / Weight Status,34.9,1528,,,
2013,MI,Michigan,Obesity / Weight Status,35.2,10194,,,Non-Hispanic White
2013,MI,Michigan,Obesity / Weight Status,33.4,998,,,Non-Hispanic Black
2013,MI,Michigan,Obesity / Weight Status,37.1,242,,,Hispanic
2013,MI,Michigan,Obesity / Weight Status,30,123,,,Asian
2013,MI,Michigan,Obesity / Weight Status,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Obesity / Weight Status,32.1,127,,,American Indian/Alaska Native
2013,MI,Michigan,Obesity / Weight Status,29.7,286,,,2 or more races
2013,MI,Michigan,Obesity / Weight Status,,,,,Other
2013,MI,Michigan,Fruits and Vegetables - Behavior,37.7,12047,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,42.4,5101,,Male,
2013,MI,Michigan,Fruits and Vegetables - Behavior,33.4,6946,,Female,
2013,MI,Michigan,Fruits and Vegetables - Behavior,48.2,588,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,40.1,3674,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,38.1,3526,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,29.2,4236,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,45.6,832,18 - 24,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,39.8,1061,25 - 34,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,39.1,1384,35 - 44,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,37.9,2081,45 - 54,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,37.8,2764,55 - 64,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,29.5,3925,65 or older,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,42.8,1124,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,40.4,1857,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,42.7,1358,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,36.4,1632,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,36.2,1791,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,32.4,2747,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,39.4,1538,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,37.4,10123,,,Non-Hispanic White
2013,MI,Michigan,Fruits and Vegetables - Behavior,37.7,951,,,Non-Hispanic Black
2013,MI,Michigan,Fruits and Vegetables - Behavior,39.9,237,,,Hispanic
2013,MI,Michigan,Fruits and Vegetables - Behavior,39.3,122,,,Asian
2013,MI,Michigan,Fruits and Vegetables - Behavior,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Fruits and Vegetables - Behavior,50.6,122,,,American Indian/Alaska Native
2013,MI,Michigan,Fruits and Vegetables - Behavior,42.6,277,,,2 or more races
2013,MI,Michigan,Fruits and Vegetables - Behavior,,,,,Other
2013,MI,Michigan,Fruits and Vegetables - Behavior,24.8,11869,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,22.6,9977,,,Non-Hispanic White
2013,MI,Michigan,Fruits and Vegetables - Behavior,23.6,1358,35 - 44,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,,,,,Other
2013,MI,Michigan,Fruits and Vegetables - Behavior,23.6,3490,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,28.4,3599,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,27.3,272,,,2 or more races
2013,MI,Michigan,Fruits and Vegetables - Behavior,28,1343,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,31.1,1472,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,22.7,2069,45 - 54,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,28.9,1842,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,21.1,6830,,Female,
2013,MI,Michigan,Fruits and Vegetables - Behavior,38.7,570,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,17,2725,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Fruits and Vegetables - Behavior,25.1,124,,,American Indian/Alaska Native
2013,MI,Michigan,Fruits and Vegetables - Behavior,27.9,1040,25 - 34,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,35.5,1101,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,36.5,933,,,Non-Hispanic Black
2013,MI,Michigan,Fruits and Vegetables - Behavior,29.5,230,,,Hispanic
2013,MI,Michigan,Fruits and Vegetables - Behavior,23.7,1616,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,21.2,2732,55 - 64,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,15.5,4188,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,26.3,123,,,Asian
2013,MI,Michigan,Fruits and Vegetables - Behavior,19.2,1770,,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,20.9,3848,65 or older,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,36.2,822,18 - 24,,
2013,MI,Michigan,Fruits and Vegetables - Behavior,28.6,5039,,Male,
2013,MI,Michigan,Physical Activity - Behavior,53.1,11826,,,
2013,MI,Michigan,Physical Activity - Behavior,43.5,568,,,
2013,MI,Michigan,Physical Activity - Behavior,49.3,3595,,,
2013,MI,Michigan,Physical Activity - Behavior,54.7,3471,,,
2013,MI,Michigan,Physical Activity - Behavior,60.1,4174,,,
2013,MI,Michigan,Physical Activity - Behavior,57.2,819,18 - 24,,
2013,MI,Michigan,Physical Activity - Behavior,51.3,1037,25 - 34,,
2013,MI,Michigan,Physical Activity - Behavior,54.2,1333,35 - 44,,
2013,MI,Michigan,Physical Activity - Behavior,24.4,2091,45 - 54,,
2013,MI,Michigan,Physical Activity - Behavior,51.9,2054,45 - 54,,
2013,MI,Michigan,Physical Activity - Behavior,50.4,2683,55 - 64,,
2013,MI,Michigan,Physical Activity - Behavior,54.5,3900,65 or older,,
2013,MI,Michigan,Physical Activity - Behavior,46.5,1095,,,
2013,MI,Michigan,Physical Activity - Behavior,47.1,1837,,,
2013,MI,Michigan,Physical Activity - Behavior,49,1354,,,
2013,MI,Michigan,Physical Activity - Behavior,52.7,1608,,,
2013,MI,Michigan,Physical Activity - Behavior,54.4,1771,,,
2013,MI,Michigan,Physical Activity - Behavior,60.1,2697,,,
2013,MI,Michigan,Physical Activity - Behavior,54.3,1464,,,
2013,MI,Michigan,Physical Activity - Behavior,54.7,9965,,,Non-Hispanic White
2013,MI,Michigan,Physical Activity - Behavior,45,919,,,Non-Hispanic Black
2013,MI,Michigan,Physical Activity - Behavior,51.8,229,,,Hispanic
2013,MI,Michigan,Physical Activity - Behavior,46.6,120,,,Asian
2013,MI,Michigan,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Physical Activity - Behavior,51.3,121,,,American Indian/Alaska Native
2013,MI,Michigan,Physical Activity - Behavior,53.6,271,,,2 or more races
2013,MI,Michigan,Physical Activity - Behavior,,,,,Other
2013,MI,Michigan,Physical Activity - Behavior,54.7,5051,,Male,
2013,MI,Michigan,Physical Activity - Behavior,51.5,6775,,Female,
2013,MI,Michigan,Physical Activity - Behavior,19.5,11732,,,
2013,MI,Michigan,Physical Activity - Behavior,22.1,5005,,Male,
2013,MI,Michigan,Physical Activity - Behavior,17.1,6727,,Female,
2013,MI,Michigan,Physical Activity - Behavior,14.6,555,,,
2013,MI,Michigan,Physical Activity - Behavior,16.4,3560,,,
2013,MI,Michigan,Physical Activity - Behavior,20,3448,,,
2013,MI,Michigan,Physical Activity - Behavior,25.2,4151,,,
2013,MI,Michigan,Physical Activity - Behavior,28.9,810,18 - 24,,
2013,MI,Michigan,Physical Activity - Behavior,18.4,1032,25 - 34,,
2013,MI,Michigan,Physical Activity - Behavior,23.2,1326,35 - 44,,
2013,MI,Michigan,Physical Activity - Behavior,17.6,2038,45 - 54,,
2013,MI,Michigan,Physical Activity - Behavior,16.1,2667,55 - 64,,
2013,MI,Michigan,Physical Activity - Behavior,16.3,3859,65 or older,,
2013,MI,Michigan,Physical Activity - Behavior,16.9,1082,,,
2013,MI,Michigan,Physical Activity - Behavior,16.5,1824,,,
2013,MI,Michigan,Physical Activity - Behavior,16.1,1351,,,
2013,MI,Michigan,Physical Activity - Behavior,17.6,1598,,,
2013,MI,Michigan,Physical Activity - Behavior,19.5,1762,,,
2013,MI,Michigan,Physical Activity - Behavior,25.2,2685,,,
2013,MI,Michigan,Physical Activity - Behavior,19.3,1430,,,
2013,MI,Michigan,Physical Activity - Behavior,19.2,9884,,,Non-Hispanic White
2013,MI,Michigan,Physical Activity - Behavior,21.2,916,,,Non-Hispanic Black
2013,MI,Michigan,Physical Activity - Behavior,20.5,227,,,Hispanic
2013,MI,Michigan,Physical Activity - Behavior,15.9,119,,,Asian
2013,MI,Michigan,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Physical Activity - Behavior,12.5,120,,,American Indian/Alaska Native
2013,MI,Michigan,Physical Activity - Behavior,25.6,268,,,2 or more races
2013,MI,Michigan,Physical Activity - Behavior,,,,,Other
2013,MI,Michigan,Physical Activity - Behavior,33.9,11754,,,
2013,MI,Michigan,Physical Activity - Behavior,35.6,269,,,2 or more races
2013,MI,Michigan,Physical Activity - Behavior,,,,,Other
2013,MI,Michigan,Physical Activity - Behavior,37,5025,,Male,
2013,MI,Michigan,Physical Activity - Behavior,30.9,6729,,Female,
2013,MI,Michigan,Physical Activity - Behavior,31.2,565,,,
2013,MI,Michigan,Physical Activity - Behavior,32.6,3567,,,
2013,MI,Michigan,Physical Activity - Behavior,34.1,3448,,,
2013,MI,Michigan,Physical Activity - Behavior,36.5,4157,,,
2013,MI,Michigan,Physical Activity - Behavior,35.9,815,18 - 24,,
2013,MI,Michigan,Physical Activity - Behavior,29.6,1033,25 - 34,,
2013,MI,Michigan,Physical Activity - Behavior,32,1329,35 - 44,,
2013,MI,Michigan,Physical Activity - Behavior,30,2048,45 - 54,,
2013,MI,Michigan,Physical Activity - Behavior,34.2,2672,55 - 64,,
2013,MI,Michigan,Physical Activity - Behavior,40.6,3857,65 or older,,
2013,MI,Michigan,Physical Activity - Behavior,30.7,1091,,,
2013,MI,Michigan,Physical Activity - Behavior,33.9,1826,,,
2013,MI,Michigan,Physical Activity - Behavior,31.9,1347,,,
2013,MI,Michigan,Physical Activity - Behavior,35.8,1593,,,
2013,MI,Michigan,Physical Activity - Behavior,33.6,1767,,,
2013,MI,Michigan,Physical Activity - Behavior,34.7,2690,,,
2013,MI,Michigan,Physical Activity - Behavior,34.7,1440,,,
2013,MI,Michigan,Physical Activity - Behavior,34.9,9906,,,Non-Hispanic White
2013,MI,Michigan,Physical Activity - Behavior,29.9,914,,,Non-Hispanic Black
2013,MI,Michigan,Physical Activity - Behavior,31.9,229,,,Hispanic
2013,MI,Michigan,Physical Activity - Behavior,22,119,,,Asian
2013,MI,Michigan,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Physical Activity - Behavior,36.4,121,,,American Indian/Alaska Native
2013,MI,Michigan,Physical Activity - Behavior,28.8,12068,,,
2013,MI,Michigan,Physical Activity - Behavior,24.5,596,,,
2013,MI,Michigan,Physical Activity - Behavior,24.8,6944,,Female,
2013,MI,Michigan,Physical Activity - Behavior,33.1,5124,,Male,
2013,MI,Michigan,Physical Activity - Behavior,38.7,279,,,2 or more races
2013,MI,Michigan,Physical Activity - Behavior,,,,,Other
2013,MI,Michigan,Physical Activity - Behavior,25.3,3673,,,
2013,MI,Michigan,Physical Activity - Behavior,28.9,3535,,,
2013,MI,Michigan,Physical Activity - Behavior,35.3,4239,,,
2013,MI,Michigan,Physical Activity - Behavior,42.7,822,18 - 24,,
2013,MI,Michigan,Physical Activity - Behavior,30.5,1049,25 - 34,,
2013,MI,Michigan,Physical Activity - Behavior,33,1369,35 - 44,,
2013,MI,Michigan,Physical Activity - Behavior,25.8,2068,45 - 54,,
2013,MI,Michigan,Physical Activity - Behavior,23.6,2765,55 - 64,,
2013,MI,Michigan,Physical Activity - Behavior,22.8,3995,65 or older,,
2013,MI,Michigan,Physical Activity - Behavior,27.1,1119,,,
2013,MI,Michigan,Physical Activity - Behavior,24.7,1871,,,
2013,MI,Michigan,Physical Activity - Behavior,25.6,1380,,,
2013,MI,Michigan,Physical Activity - Behavior,27.2,1633,,,
2013,MI,Michigan,Physical Activity - Behavior,28.6,1785,,,
2013,MI,Michigan,Physical Activity - Behavior,35.3,2726,,,
2013,MI,Michigan,Physical Activity - Behavior,27.4,1554,,,
2013,MI,Michigan,Physical Activity - Behavior,27.8,10146,,,Non-Hispanic White
2013,MI,Michigan,Physical Activity - Behavior,32.3,951,,,Non-Hispanic Black
2013,MI,Michigan,Physical Activity - Behavior,33.3,231,,,Hispanic
2013,MI,Michigan,Physical Activity - Behavior,28,120,,,Asian
2013,MI,Michigan,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Physical Activity - Behavior,21.7,123,,,American Indian/Alaska Native
2013,MI,Michigan,Physical Activity - Behavior,31.7,1891,,,
2013,MI,Michigan,Physical Activity - Behavior,28.7,1388,,,
2013,MI,Michigan,Physical Activity - Behavior,24.1,1643,,,
2013,MI,Michigan,Physical Activity - Behavior,30.8,4053,65 or older,,
2013,MI,Michigan,Physical Activity - Behavior,23.8,5193,,Male,
2013,MI,Michigan,Physical Activity - Behavior,25,7021,,Female,
2013,MI,Michigan,Physical Activity - Behavior,36.2,610,,,
2013,MI,Michigan,Physical Activity - Behavior,29.2,3733,,,
2013,MI,Michigan,Physical Activity - Behavior,22.1,3569,,,
2013,MI,Michigan,Physical Activity - Behavior,16,4274,,,
2013,MI,Michigan,Physical Activity - Behavior,15.9,837,18 - 24,,
2013,MI,Michigan,Physical Activity - Behavior,22.1,1059,25 - 34,,
2013,MI,Michigan,Physical Activity - Behavior,22.4,1385,35 - 44,,
2013,MI,Michigan,Physical Activity - Behavior,20.9,1798,,,
2013,MI,Michigan,Physical Activity - Behavior,16.1,2746,,,
2013,MI,Michigan,Physical Activity - Behavior,24.3,1609,,,
2013,MI,Michigan,Physical Activity - Behavior,23.2,10257,,,Non-Hispanic White
2013,MI,Michigan,Physical Activity - Behavior,30.7,965,,,Non-Hispanic Black
2013,MI,Michigan,Physical Activity - Behavior,26.1,236,,,Hispanic
2013,MI,Michigan,Physical Activity - Behavior,25.1,123,,,Asian
2013,MI,Michigan,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2013,MI,Michigan,Physical Activity - Behavior,26.4,124,,,American Indian/Alaska Native
2013,MI,Michigan,Physical Activity - Behavior,22,282,,,2 or more races
2013,MI,Michigan,Physical Activity - Behavior,,,,,Other
2013,MI,Michigan,Physical Activity - Behavior,24.4,12214,,,
2013,MI,Michigan,Physical Activity - Behavior,27,2789,55 - 64,,
2013,MI,Michigan,Physical Activity - Behavior,34.4,1139,,,
2014,MI,Michigan,Obesity / Weight Status,30.7,8024,,,
2014,MI,Michigan,Obesity / Weight Status,30.9,3544,,Male,
2014,MI,Michigan,Obesity / Weight Status,30.6,4480,,Female,
2014,MI,Michigan,Obesity / Weight Status,29.4,430,,,
2014,MI,Michigan,Obesity / Weight Status,33.6,2189,,,
2014,MI,Michigan,Obesity / Weight Status,32.4,2362,,,
2014,MI,Michigan,Obesity / Weight Status,25.2,3035,,,
2014,MI,Michigan,Obesity / Weight Status,11.6,531,18 - 24,,
2014,MI,Michigan,Obesity / Weight Status,29.1,660,25 - 34,,
2014,MI,Michigan,Obesity / Weight Status,33.3,795,35 - 44,,
2014,MI,Michigan,Obesity / Weight Status,36.5,1353,45 - 54,,
2014,MI,Michigan,Obesity / Weight Status,36,1919,55 - 64,,
2014,MI,Michigan,Obesity / Weight Status,32.7,2766,65 or older,,
2014,MI,Michigan,Obesity / Weight Status,32.5,669,,,
2014,MI,Michigan,Obesity / Weight Status,34.6,1096,,,
2014,MI,Michigan,Obesity / Weight Status,35.3,891,,,
2014,MI,Michigan,Obesity / Weight Status,32.8,1108,,,
2014,MI,Michigan,Obesity / Weight Status,30.7,1138,,,
2014,MI,Michigan,Obesity / Weight Status,27.5,2107,,,
2014,MI,Michigan,Obesity / Weight Status,25.2,1015,,,
2014,MI,Michigan,Obesity / Weight Status,30.2,6595,,,Non-Hispanic White
2014,MI,Michigan,Obesity / Weight Status,33.6,787,,,Non-Hispanic Black
2014,MI,Michigan,Obesity / Weight Status,36.8,157,,,Hispanic
2014,MI,Michigan,Obesity / Weight Status,16.7,123,,,Asian
2014,MI,Michigan,Obesity / Weight Status,,,,,Hawaiian/Pacific Islander
2014,MI,Michigan,Obesity / Weight Status,28.4,54,,,American Indian/Alaska Native
2014,MI,Michigan,Obesity / Weight Status,35.3,162,,,2 or more races
2014,MI,Michigan,Obesity / Weight Status,,,,,Other
2014,MI,Michigan,Obesity / Weight Status,34.9,8024,,,
2014,MI,Michigan,Obesity / Weight Status,40.5,3544,,Male,
2014,MI,Michigan,Obesity / Weight Status,29.2,4480,,Female,
2014,MI,Michigan,Obesity / Weight Status,35.5,430,,,
2014,MI,Michigan,Obesity / Weight Status,34.2,2189,,,
2014,MI,Michigan,Obesity / Weight Status,33.3,2362,,,
2014,MI,Michigan,Obesity / Weight Status,37.8,3035,,,
2014,MI,Michigan,Obesity / Weight Status,20.8,531,18 - 24,,
2014,MI,Michigan,Obesity / Weight Status,35,660,25 - 34,,
2014,MI,Michigan,Obesity / Weight Status,35.9,795,35 - 44,,
2014,MI,Michigan,Obesity / Weight Status,36.9,1353,45 - 54,,
2014,MI,Michigan,Obesity / Weight Status,36.6,1919,55 - 64,,
2014,MI,Michigan,Obesity / Weight Status,39.9,2766,65 or older,,
2014,MI,Michigan,Obesity / Weight Status,31,669,,,
2014,MI,Michigan,Obesity / Weight Status,33,1096,,,
2014,MI,Michigan,Obesity / Weight Status,31.9,891,,,
2014,MI,Michigan,Obesity / Weight Status,37.2,1108,,,
2014,MI,Michigan,Obesity / Weight Status,34.9,1138,,,
2014,MI,Michigan,Obesity / Weight Status,38.2,2107,,,
2014,MI,Michigan,Obesity / Weight Status,33.5,1015,,,
2014,MI,Michigan,Obesity / Weight Status,34.8,6595,,,Non-Hispanic White
2014,MI,Michigan,Obesity / Weight Status,36.6,787,,,Non-Hispanic Black
2014,MI,Michigan,Obesity / Weight Status,33.9,157,,,Hispanic
2014,MI,Michigan,Obesity / Weight Status,25.1,123,,,Asian
2014,MI,Michigan,Obesity / Weight Status,,,,,Hawaiian/Pacific Islander
2014,MI,Michigan,Obesity / Weight Status,34.1,54,,,American Indian/Alaska Native
2014,MI,Michigan,Obesity / Weight Status,33.1,162,,,2 or more races
2014,MI,Michigan,Obesity / Weight Status,,,,,Other
2014,MI,Michigan,Physical Activity - Behavior,25.5,8455,,,
2014,MI,Michigan,Physical Activity - Behavior,23.6,3622,,Male,
2014,MI,Michigan,Physical Activity - Behavior,27.2,4833,,Female,
2014,MI,Michigan,Physical Activity - Behavior,45.9,453,,,
2014,MI,Michigan,Physical Activity - Behavior,32.8,2309,,,
2014,MI,Michigan,Physical Activity - Behavior,21.4,2481,,,
2014,MI,Michigan,Physical Activity - Behavior,11.8,3175,,,
2014,MI,Michigan,Physical Activity - Behavior,16.3,556,18 - 24,,
2014,MI,Michigan,Physical Activity - Behavior,22.9,715,25 - 34,,
2014,MI,Michigan,Physical Activity - Behavior,23.6,844,35 - 44,,
2014,MI,Michigan,Physical Activity - Behavior,24.3,1427,45 - 54,,
2014,MI,Michigan,Physical Activity - Behavior,27.1,2028,55 - 64,,
2014,MI,Michigan,Physical Activity - Behavior,34.5,2885,65 or older,,
2014,MI,Michigan,Physical Activity - Behavior,38.2,697,,,
2014,MI,Michigan,Physical Activity - Behavior,36.1,1142,,,
2014,MI,Michigan,Physical Activity - Behavior,30.5,922,,,
2014,MI,Michigan,Physical Activity - Behavior,27.2,1141,,,
2014,MI,Michigan,Physical Activity - Behavior,20.2,1169,,,
2014,MI,Michigan,Physical Activity - Behavior,13.5,2158,,,
2014,MI,Michigan,Physical Activity - Behavior,26.8,1226,,,
2014,MI,Michigan,Physical Activity - Behavior,23.6,6905,,,Non-Hispanic White
2014,MI,Michigan,Physical Activity - Behavior,34.3,831,,,Non-Hispanic Black
2014,MI,Michigan,Physical Activity - Behavior,28.2,165,,,Hispanic
2014,MI,Michigan,Physical Activity - Behavior,23.2,134,,,Asian
2014,MI,Michigan,Physical Activity - Behavior,,,,,Hawaiian/Pacific Islander
2014,MI,Michigan,Physical Activity - Behavior,41.8,57,,,American Indian/Alaska Native
2014,MI,Michigan,Physical Activity - Behavior,22.4,180,,,2 or more races
2014,MI,Michigan,Physical Activity - Behavior,,,,,Other
2011,MN,Minnesota,Obesity / Weight Status,25.7,14387,,,
2011,MN,Minnesota,Obesity / Weight Status,28.4,6534,,Male,
2011,MN,Minnesota,Obesity / Weight Status,22.9,7853,,Female,
2011,MN,Minnesota,Obesity / Weight Status,28.2,632,,,
2011,MN,Minnesota,Obesity / Weight Status,28.9,3547,,,
2011,MN,Minnesota,Obesity / Weight Status,27.2,4307,,,
2011,MN,Minnesota,Obesity / Weight Status,20.1,5881,,,
2011,MN,Minnesota,Obesity / Weight Status,14.7,805,18 - 24,,
2011,MN,Minnesota,Obesity / Weight Status,24.5,1662,25 - 34,,
2011,MN,Minnesota,Obesity / Weight Status,28.6,2103,35 - 44,,
2011,MN,Minnesota,Obesity / Weight Status,27.9,3078,45 - 54,,
2011,MN,Minnesota,Obesity / Weight Status,32.2,3206,55 - 64,,
2011,MN,Minnesota,Obesity / Weight Status,23.7,3533,65 or older,,
2011,MN,Minnesota,Obesity / Weight Status,23.3,911,,,
2011,MN,Minnesota,Obesity / Weight Status,28.7,1823,,,
2011,MN,Minnesota,Obesity / Weight Status,27.4,1416,,,
2011,MN,Minnesota,Obesity / Weight Status,29.3,2042,,,
2011,MN,Minnesota,Obesity / Weight Status,28.9,2302,,,
2011,MN,Minnesota,Obesity / Weight Status,22,4268,,,
2011,MN,Minnesota,Obesity / Weight Status,23,1625,,,
2011,MN,Minnesota,Obesity / Weight Status,25.9,12933,,,Non-Hispanic White
2011,MN,Minnesota,Obesity / Weight Status,28.1,466,,,Non-Hispanic Black
2011,MN,Minnesota,Obesity / Weight Status,31.6,342,,,Hispanic
2011,MN,Minnesota,Obesity / Weight Status,9.1,217,,,Asian
